RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,IDSHPT,SPECINST,TEXTTRX,ORDRNBR,CUSTPO,INVCDESC,DATEINVC,FISCYR,FISCPER,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,AMTDUE,IDSHIPNBR
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,IDDIST,TEXTDESC,AMTEXTN,TAXSTTS1,AMTTAX1,IDACCTREV
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE
5,NU0125045,158,5,FV,104.15
5,NU0125045,158,5,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125045,158,5,QTY,1
5,NU0125045,158,5,RATE,104.15
5,NU0125045,158,5,UNIT,Unit
2,NU0125045,158,6,,EIS,11.90,2,0.00,3103-301
5,NU0125045,158,6,FV,11.90
5,NU0125045,158,6,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125045,158,6,QTY,1
5,NU0125045,158,6,RATE,11.9
5,NU0125045,158,6,UNIT,Unit
2,NU0125045,158,7,,Admin Fee,1440.00,1,115.20,3103-301
5,NU0125045,158,7,FV,1440.00
5,NU0125045,158,7,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125045,158,7,QTY,1
5,NU0125045,158,7,RATE,1440
5,NU0125045,158,7,UNIT,Unit
2,NU0125045,158,8,,Med Benefit Reimburse,100.00,1,8.00,3103-301
5,NU0125045,158,8,FV,100.00
5,NU0125045,158,8,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125045,158,8,QTY,1
5,NU0125045,158,8,RATE,100
5,NU0125045,158,8,UNIT,Unit
2,NU0125045,158,9,,HRDF,120.00,2,0.00,3103-301
5,NU0125045,158,9,FV,120.00
5,NU0125045,158,9,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125045,158,9,QTY,1
5,NU0125045,158,9,RATE,120
5,NU0125045,158,9,UNIT,Unit
3,NU0125045,158,1,20250314,16708.52
4,NU0125045,158,BRANCH,
4,NU0125045,158,CONV,1
4,NU0125045,158,FC,MYR
1,NU0125047,159,300035486,543833,,,1,,,AP-MONTH=01,20250128,2025,01,0,20250227,1,0,SST,1,56.43,761.81,
2,NU0125047,159,1,S,Subramaniam A/L Mogan (BGC billing),0.00,2,0.00,9999
5,NU0125047,159,1,FV,0.00
5,NU0125047,159,1,PERIOD,1 Jan 2025-1 Jan 2025
5,NU0125047,159,1,QTY,0
5,NU0125047,159,1,RATE,0
5,NU0125047,159,1,UNIT,
2,NU0125047,159,2,,Admin Fee,64.13,1,5.13,3102-301
5,NU0125047,159,2,FV,16.18
5,NU0125047,159,2,PERIOD,1 Jan 2025-1 Jan 2025
5,NU0125047,159,2,QTY,1
5,NU0125047,159,2,RATE,64.13
5,NU0125047,159,2,UNIT,Unit
2,NU0125047,159,3,,Background Check,641.25,1,51.30,3102-301
5,NU0125047,159,3,FV,161.75
5,NU0125047,159,3,PERIOD,1 Jan 2025-1 Jan 2025
5,NU0125047,159,3,QTY,1
5,NU0125047,159,3,RATE,641.25
5,NU0125047,159,3,UNIT,Unit
3,NU0125047,159,1,20250227,761.81
4,NU0125047,159,BRANCH,
4,NU0125047,159,CONV,3.9645
4,NU0125047,159,FC,MYR
1,AI0125025,160,300034215,543834,,,1,,,AP-MONTH=01,20250127,2025,01,0,20250226,1,0,SST,1,194.12,15230.46,
2,AI0125025,160,1,S,Farah Suzyana Binti Husin (Customer Service (Cashier),0.00,2,0.00,9999
5,AI0125025,160,1,FV,0.00
5,AI0125025,160,1,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,1,QTY,0
5,AI0125025,160,1,RATE,0
5,AI0125025,160,1,UNIT,
2,AI0125025,160,2,,Normal,2338.50,2,0.00,3103-321
5,AI0125025,160,2,FV,2338.50
5,AI0125025,160,2,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,2,QTY,1
5,AI0125025,160,2,RATE,2338.5
5,AI0125025,160,2,UNIT,Month
2,AI0125025,160,3,,Over Time 1.5,244.47,2,0.00,3103-321
5,AI0125025,160,3,FV,244.47
5,AI0125025,160,3,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,3,QTY,14.5
5,AI0125025,160,3,RATE,16.86
5,AI0125025,160,3,UNIT,Unit
2,AI0125025,160,4,,Rest Day 2.0,78.72,2,0.00,3103-321
5,AI0125025,160,4,FV,78.72
5,AI0125025,160,4,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,4,QTY,3.5
5,AI0125025,160,4,RATE,22.49
5,AI0125025,160,4,UNIT,Unit
2,AI0125025,160,5,,Perfect Attendance,200.00,2,0.00,3103-321
5,AI0125025,160,5,FV,200.00
5,AI0125025,160,5,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,5,QTY,1
5,AI0125025,160,5,RATE,200
5,AI0125025,160,5,UNIT,Unit
2,AI0125025,160,6,,EPF,305.00,2,0.00,3103-321
5,AI0125025,160,6,FV,305.00
5,AI0125025,160,6,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,6,QTY,1
5,AI0125025,160,6,RATE,305
5,AI0125025,160,6,UNIT,Unit
2,AI0125025,160,7,,SOCSO,49.85,2,0.00,3103-321
5,AI0125025,160,7,FV,49.85
5,AI0125025,160,7,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,7,QTY,1
5,AI0125025,160,7,RATE,49.85
5,AI0125025,160,7,UNIT,Unit
2,AI0125025,160,8,,EIS,5.70,2,0.00,3103-321
5,AI0125025,160,8,FV,5.70
5,AI0125025,160,8,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,8,QTY,1
5,AI0125025,160,8,RATE,5.7
5,AI0125025,160,8,UNIT,Unit
2,AI0125025,160,9,,Admin Fee,334.56,1,26.76,3103-321
5,AI0125025,160,9,FV,334.56
5,AI0125025,160,9,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,9,QTY,1
5,AI0125025,160,9,RATE,334.56
5,AI0125025,160,9,UNIT,Unit
2,AI0125025,160,10,,Med Benefit Reimburse,100.00,1,8.00,3103-321
5,AI0125025,160,10,FV,100.00
5,AI0125025,160,10,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,10,QTY,1
5,AI0125025,160,10,RATE,100
5,AI0125025,160,10,UNIT,Unit
2,AI0125025,160,11,,HRDF,23.39,2,0.00,3103-321
5,AI0125025,160,11,FV,23.39
5,AI0125025,160,11,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,11,QTY,1
5,AI0125025,160,11,RATE,23.39
5,AI0125025,160,11,UNIT,Unit
2,AI0125025,160,12,S,Mohamad Zulhafizi Bin Che Mat (Customer Service Assistan),0.00,2,0.00,9999
5,AI0125025,160,12,FV,0.00
5,AI0125025,160,12,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,12,QTY,0
5,AI0125025,160,12,RATE,0
5,AI0125025,160,12,UNIT,
2,AI0125025,160,13,,Normal,2100.00,2,0.00,3102-321
5,AI0125025,160,13,FV,2100.00
5,AI0125025,160,13,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,13,QTY,1
5,AI0125025,160,13,RATE,2100
5,AI0125025,160,13,UNIT,Month
2,AI0125025,160,14,,Over Time 1.5,219.53,2,0.00,3102-321
5,AI0125025,160,14,FV,219.53
5,AI0125025,160,14,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,14,QTY,14.5
5,AI0125025,160,14,RATE,15.14
5,AI0125025,160,14,UNIT,Unit
2,AI0125025,160,15,,Rest Day 2.0,70.67,2,0.00,3102-321
5,AI0125025,160,15,FV,70.67
5,AI0125025,160,15,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,15,QTY,3.5
5,AI0125025,160,15,RATE,20.19
5,AI0125025,160,15,UNIT,Unit
2,AI0125025,160,16,,Perfect Attendance,200.00,2,0.00,3102-321
5,AI0125025,160,16,FV,200.00
5,AI0125025,160,16,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,16,QTY,1
5,AI0125025,160,16,RATE,200
5,AI0125025,160,16,UNIT,Unit
2,AI0125025,160,17,,EPF,273.00,2,0.00,3102-321
5,AI0125025,160,17,FV,273.00
5,AI0125025,160,17,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,17,QTY,1
5,AI0125025,160,17,RATE,273
5,AI0125025,160,17,UNIT,Unit
2,AI0125025,160,18,,SOCSO,44.65,2,0.00,3102-321
5,AI0125025,160,18,FV,44.65
5,AI0125025,160,18,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,18,QTY,1
5,AI0125025,160,18,RATE,44.65
5,AI0125025,160,18,UNIT,Unit
2,AI0125025,160,19,,EIS,5.10,2,0.00,3102-321
5,AI0125025,160,19,FV,5.10
5,AI0125025,160,19,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,19,QTY,1
5,AI0125025,160,19,RATE,5.1
5,AI0125025,160,19,UNIT,Unit
2,AI0125025,160,20,,Admin Fee,683.55,1,54.68,3102-321
5,AI0125025,160,20,FV,683.55
5,AI0125025,160,20,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,20,QTY,1
5,AI0125025,160,20,RATE,683.55
5,AI0125025,160,20,UNIT,Unit
2,AI0125025,160,21,,Med Benefit Reimburse,100.00,1,8.00,3102-321
5,AI0125025,160,21,FV,100.00
5,AI0125025,160,21,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,21,QTY,1
5,AI0125025,160,21,RATE,100
5,AI0125025,160,21,UNIT,Unit
2,AI0125025,160,22,,HRDF,21.00,2,0.00,3102-321
5,AI0125025,160,22,FV,21.00
5,AI0125025,160,22,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,22,QTY,1
5,AI0125025,160,22,RATE,21
5,AI0125025,160,22,UNIT,Unit
2,AI0125025,160,23,S,Siti Aisyah Binti Zukefli (Customer Service Assistan),0.00,2,0.00,9999
5,AI0125025,160,23,FV,0.00
5,AI0125025,160,23,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,23,QTY,0
5,AI0125025,160,23,RATE,0
5,AI0125025,160,23,UNIT,
2,AI0125025,160,24,,Normal,1900.00,2,0.00,3102-321
5,AI0125025,160,24,FV,1900.00
5,AI0125025,160,24,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,24,QTY,1
5,AI0125025,160,24,RATE,1900
5,AI0125025,160,24,UNIT,Month
2,AI0125025,160,25,,Over Time 1.5,186.32,2,0.00,3102-321
5,AI0125025,160,25,FV,186.32
5,AI0125025,160,25,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,25,QTY,13.6
5,AI0125025,160,25,RATE,13.7
5,AI0125025,160,25,UNIT,Unit
2,AI0125025,160,26,,Perfect Attendance,150.00,2,0.00,3102-321
5,AI0125025,160,26,FV,150.00
5,AI0125025,160,26,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,26,QTY,1
5,AI0125025,160,26,RATE,150
5,AI0125025,160,26,UNIT,Unit
2,AI0125025,160,27,,EPF,247.00,2,0.00,3102-321
5,AI0125025,160,27,FV,247.00
5,AI0125025,160,27,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,27,QTY,1
5,AI0125025,160,27,RATE,247
5,AI0125025,160,27,UNIT,Unit
2,AI0125025,160,28,,SOCSO,39.35,2,0.00,3102-321
5,AI0125025,160,28,FV,39.35
5,AI0125025,160,28,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,28,QTY,1
5,AI0125025,160,28,RATE,39.35
5,AI0125025,160,28,UNIT,Unit
2,AI0125025,160,29,,EIS,4.50,2,0.00,3102-321
5,AI0125025,160,29,FV,4.50
5,AI0125025,160,29,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,29,QTY,1
5,AI0125025,160,29,RATE,4.5
5,AI0125025,160,29,UNIT,Unit
2,AI0125025,160,30,,Admin Fee,610.11,1,48.81,3102-321
5,AI0125025,160,30,FV,610.11
5,AI0125025,160,30,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,30,QTY,1
5,AI0125025,160,30,RATE,610.11
5,AI0125025,160,30,UNIT,Unit
2,AI0125025,160,31,,Med Benefit Reimburse,100.00,1,8.00,3102-321
5,AI0125025,160,31,FV,100.00
5,AI0125025,160,31,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,31,QTY,1
5,AI0125025,160,31,RATE,100
5,AI0125025,160,31,UNIT,Unit
2,AI0125025,160,32,,HRDF,19.00,2,0.00,3102-321
5,AI0125025,160,32,FV,19.00
5,AI0125025,160,32,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,32,QTY,1
5,AI0125025,160,32,RATE,19
5,AI0125025,160,32,UNIT,Unit
2,AI0125025,160,33,S,Zulkifli Bin Salleh (Customer Service),0.00,2,0.00,9999
5,AI0125025,160,33,FV,0.00
5,AI0125025,160,33,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,33,QTY,0
5,AI0125025,160,33,RATE,0
5,AI0125025,160,33,UNIT,
2,AI0125025,160,34,,Normal,2913.45,2,0.00,3103-321
5,AI0125025,160,34,FV,2913.45
5,AI0125025,160,34,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,34,QTY,1
5,AI0125025,160,34,RATE,2913.45
5,AI0125025,160,34,UNIT,Month
2,AI0125025,160,35,,Over Time 1.5,294.14,2,0.00,3103-321
5,AI0125025,160,35,FV,294.14
5,AI0125025,160,35,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,35,QTY,14
5,AI0125025,160,35,RATE,21.01
5,AI0125025,160,35,UNIT,Unit
2,AI0125025,160,36,,Perfect Attendance,200.00,2,0.00,3103-321
5,AI0125025,160,36,FV,200.00
5,AI0125025,160,36,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,36,QTY,1
5,AI0125025,160,36,RATE,200
5,AI0125025,160,36,UNIT,Unit
2,AI0125025,160,37,,EPF,380.00,2,0.00,3103-321
5,AI0125025,160,37,FV,380.00
5,AI0125025,160,37,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,37,QTY,1
5,AI0125025,160,37,RATE,380
5,AI0125025,160,37,UNIT,Unit
2,AI0125025,160,38,,SOCSO,60.35,2,0.00,3103-321
5,AI0125025,160,38,FV,60.35
5,AI0125025,160,38,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,38,QTY,1
5,AI0125025,160,38,RATE,60.35
5,AI0125025,160,38,UNIT,Unit
2,AI0125025,160,39,,EIS,6.90,2,0.00,3103-321
5,AI0125025,160,39,FV,6.90
5,AI0125025,160,39,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,39,QTY,1
5,AI0125025,160,39,RATE,6.9
5,AI0125025,160,39,UNIT,Unit
2,AI0125025,160,40,,Admin Fee,398.40,1,31.87,3103-321
5,AI0125025,160,40,FV,398.40
5,AI0125025,160,40,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,40,QTY,1
5,AI0125025,160,40,RATE,398.4
5,AI0125025,160,40,UNIT,Unit
2,AI0125025,160,41,,Med Benefit Reimburse,100.00,1,8.00,3103-321
5,AI0125025,160,41,FV,100.00
5,AI0125025,160,41,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,41,QTY,1
5,AI0125025,160,41,RATE,100
5,AI0125025,160,41,UNIT,Unit
2,AI0125025,160,42,,HRDF,29.13,2,0.00,3103-321
5,AI0125025,160,42,FV,29.13
5,AI0125025,160,42,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,160,42,QTY,1
5,AI0125025,160,42,RATE,29.13
5,AI0125025,160,42,UNIT,Unit
3,AI0125025,160,1,20250226,15230.46
4,AI0125025,160,BRANCH,
4,AI0125025,160,CONV,1
4,AI0125025,160,FC,MYR
1,AI0125025,161,300034327,543835,,,1,,,AP-MONTH=01,20250127,2025,01,0,20250226,1,0,SST,1,214.03,21601.69,
2,AI0125025,161,1,S,Aznie Fazlien Binti Mohd Azry (Customer Service Assistan),0.00,2,0.00,9999
5,AI0125025,161,1,FV,0.00
5,AI0125025,161,1,PERIOD,1 Jan 2025-20 Jan 2025
5,AI0125025,161,1,QTY,0
5,AI0125025,161,1,RATE,0
5,AI0125025,161,1,UNIT,
2,AI0125025,161,2,,Normal,1643.23,2,0.00,3103-301
5,AI0125025,161,2,FV,1643.23
5,AI0125025,161,2,PERIOD,1 Jan 2025-20 Jan 2025
5,AI0125025,161,2,QTY,0.6452
5,AI0125025,161,2,RATE,2547
5,AI0125025,161,2,UNIT,Month
2,AI0125025,161,3,,EPF,214.00,2,0.00,3103-301
5,AI0125025,161,3,FV,214.00
5,AI0125025,161,3,PERIOD,1 Jan 2025-20 Jan 2025
5,AI0125025,161,3,QTY,1
5,AI0125025,161,3,RATE,214
5,AI0125025,161,3,UNIT,Unit
2,AI0125025,161,4,,SOCSO,29.80,2,0.00,3103-301
5,AI0125025,161,4,FV,29.80
5,AI0125025,161,4,PERIOD,1 Jan 2025-20 Jan 2025
5,AI0125025,161,4,QTY,1
5,AI0125025,161,4,RATE,29.8
5,AI0125025,161,4,UNIT,Unit
2,AI0125025,161,5,,EIS,3.40,2,0.00,3103-301
5,AI0125025,161,5,FV,3.40
5,AI0125025,161,5,PERIOD,1 Jan 2025-20 Jan 2025
5,AI0125025,161,5,QTY,1
5,AI0125025,161,5,RATE,3.4
5,AI0125025,161,5,UNIT,Unit
2,AI0125025,161,6,,Admin Fee,190.69,1,15.26,3103-301
5,AI0125025,161,6,FV,190.69
5,AI0125025,161,6,PERIOD,1 Jan 2025-20 Jan 2025
5,AI0125025,161,6,QTY,1
5,AI0125025,161,6,RATE,190.69
5,AI0125025,161,6,UNIT,Unit
2,AI0125025,161,7,,HRDF,16.43,2,0.00,3103-301
5,AI0125025,161,7,FV,16.43
5,AI0125025,161,7,PERIOD,1 Jan 2025-20 Jan 2025
5,AI0125025,161,7,QTY,1
5,AI0125025,161,7,RATE,16.43
5,AI0125025,161,7,UNIT,Unit
2,AI0125025,161,8,S,Aznie Fazlien Binti Mohd Azry (Customer Service Assistan),0.00,2,0.00,9999
5,AI0125025,161,8,FV,0.00
5,AI0125025,161,8,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,8,QTY,0
5,AI0125025,161,8,RATE,0
5,AI0125025,161,8,UNIT,
2,AI0125025,161,9,,Normal,739.45,2,0.00,3103-301
5,AI0125025,161,9,FV,739.45
5,AI0125025,161,9,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,9,QTY,0.2903
5,AI0125025,161,9,RATE,2547
5,AI0125025,161,9,UNIT,Month
2,AI0125025,161,10,,Over Time 1.5,27.56,2,0.00,3103-301
5,AI0125025,161,10,FV,27.56
5,AI0125025,161,10,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,10,QTY,1.5
5,AI0125025,161,10,RATE,18.37
5,AI0125025,161,10,UNIT,Unit
2,AI0125025,161,11,,Perfect Attendance,200.00,2,0.00,3103-301
5,AI0125025,161,11,FV,200.00
5,AI0125025,161,11,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,11,QTY,1
5,AI0125025,161,11,RATE,200
5,AI0125025,161,11,UNIT,Unit
2,AI0125025,161,12,,EPF,96.00,2,0.00,3103-301
5,AI0125025,161,12,FV,96.00
5,AI0125025,161,12,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,12,QTY,1
5,AI0125025,161,12,RATE,96
5,AI0125025,161,12,UNIT,Unit
2,AI0125025,161,13,,SOCSO,17.20,2,0.00,3103-301
5,AI0125025,161,13,FV,17.20
5,AI0125025,161,13,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,13,QTY,1
5,AI0125025,161,13,RATE,17.2
5,AI0125025,161,13,UNIT,Unit
2,AI0125025,161,14,,EIS,1.95,2,0.00,3103-301
5,AI0125025,161,14,FV,1.95
5,AI0125025,161,14,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,14,QTY,1
5,AI0125025,161,14,RATE,1.95
5,AI0125025,161,14,UNIT,Unit
2,AI0125025,161,15,,Admin Fee,108.95,1,8.72,3103-301
5,AI0125025,161,15,FV,108.95
5,AI0125025,161,15,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,15,QTY,1
5,AI0125025,161,15,RATE,108.95
5,AI0125025,161,15,UNIT,Unit
2,AI0125025,161,16,,HRDF,7.39,2,0.00,3103-301
5,AI0125025,161,16,FV,7.39
5,AI0125025,161,16,PERIOD,23 Dec 2024-31 Dec 2024
5,AI0125025,161,16,QTY,1
5,AI0125025,161,16,RATE,7.39
5,AI0125025,161,16,UNIT,Unit
2,AI0125025,161,17,S,Mohammad Rafi Bin Abd Gani @ Suliman (Customer Service Assistan),0.00,2,0.00,9999
5,AI0125025,161,17,FV,0.00
5,AI0125025,161,17,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,17,QTY,0
5,AI0125025,161,17,RATE,0
5,AI0125025,161,17,UNIT,
2,AI0125025,161,18,,Normal,2566.00,2,0.00,3103-301
5,AI0125025,161,18,FV,2566.00
5,AI0125025,161,18,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,18,QTY,1
5,AI0125025,161,18,RATE,2566
5,AI0125025,161,18,UNIT,Month
2,AI0125025,161,19,,Over Time 1.5,18.50,2,0.00,3103-301
5,AI0125025,161,19,FV,18.50
5,AI0125025,161,19,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,19,QTY,1
5,AI0125025,161,19,RATE,18.5
5,AI0125025,161,19,UNIT,Unit
2,AI0125025,161,20,,Perfect Attendance,200.00,2,0.00,3103-301
5,AI0125025,161,20,FV,200.00
5,AI0125025,161,20,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,20,QTY,1
5,AI0125025,161,20,RATE,200
5,AI0125025,161,20,UNIT,Unit
2,AI0125025,161,21,,EPF,336.00,2,0.00,3103-301
5,AI0125025,161,21,FV,336.00
5,AI0125025,161,21,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,21,QTY,1
5,AI0125025,161,21,RATE,336
5,AI0125025,161,21,UNIT,Unit
2,AI0125025,161,22,,SOCSO,48.15,2,0.00,3103-301
5,AI0125025,161,22,FV,48.15
5,AI0125025,161,22,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,22,QTY,1
5,AI0125025,161,22,RATE,48.15
5,AI0125025,161,22,UNIT,Unit
2,AI0125025,161,23,,EIS,5.50,2,0.00,3103-301
5,AI0125025,161,23,FV,5.50
5,AI0125025,161,23,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,23,QTY,1
5,AI0125025,161,23,RATE,5.5
5,AI0125025,161,23,UNIT,Unit
2,AI0125025,161,24,,Admin Fee,329.98,1,26.40,3103-301
5,AI0125025,161,24,FV,329.98
5,AI0125025,161,24,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,24,QTY,1
5,AI0125025,161,24,RATE,329.98
5,AI0125025,161,24,UNIT,Unit
2,AI0125025,161,25,,Med Benefit Reimburse,100.00,1,8.00,3103-301
5,AI0125025,161,25,FV,100.00
5,AI0125025,161,25,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,25,QTY,1
5,AI0125025,161,25,RATE,100
5,AI0125025,161,25,UNIT,Unit
2,AI0125025,161,26,,HRDF,25.66,2,0.00,3103-301
5,AI0125025,161,26,FV,25.66
5,AI0125025,161,26,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,26,QTY,1
5,AI0125025,161,26,RATE,25.66
5,AI0125025,161,26,UNIT,Unit
2,AI0125025,161,27,S,Norasikin Binti Rahmat (Customer Service Assistan),0.00,2,0.00,9999
5,AI0125025,161,27,FV,0.00
5,AI0125025,161,27,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,27,QTY,0
5,AI0125025,161,27,RATE,0
5,AI0125025,161,27,UNIT,
2,AI0125025,161,28,,Normal,2475.00,2,0.00,3103-301
5,AI0125025,161,28,FV,2475.00
5,AI0125025,161,28,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,28,QTY,1
5,AI0125025,161,28,RATE,2475
5,AI0125025,161,28,UNIT,Month
2,AI0125025,161,29,,Over Time 1.5,392.70,2,0.00,3103-301
5,AI0125025,161,29,FV,392.70
5,AI0125025,161,29,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,29,QTY,22
5,AI0125025,161,29,RATE,17.85
5,AI0125025,161,29,UNIT,Unit
2,AI0125025,161,30,,Perfect Attendance,200.00,2,0.00,3103-301
5,AI0125025,161,30,FV,200.00
5,AI0125025,161,30,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,30,QTY,1
5,AI0125025,161,30,RATE,200
5,AI0125025,161,30,UNIT,Unit
2,AI0125025,161,31,,Reimbursement/Claim,28.65,1,2.29,3103-301
5,AI0125025,161,31,FV,28.65
5,AI0125025,161,31,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,31,QTY,1
5,AI0125025,161,31,RATE,28.65
5,AI0125025,161,31,UNIT,Unit
2,AI0125025,161,32,,EPF,323.00,2,0.00,3103-301
5,AI0125025,161,32,FV,323.00
5,AI0125025,161,32,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,32,QTY,1
5,AI0125025,161,32,RATE,323
5,AI0125025,161,32,UNIT,Unit
2,AI0125025,161,33,,SOCSO,53.35,2,0.00,3103-301
5,AI0125025,161,33,FV,53.35
5,AI0125025,161,33,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,33,QTY,1
5,AI0125025,161,33,RATE,53.35
5,AI0125025,161,33,UNIT,Unit
2,AI0125025,161,34,,EIS,6.10,2,0.00,3103-301
5,AI0125025,161,34,FV,6.10
5,AI0125025,161,34,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,34,QTY,1
5,AI0125025,161,34,RATE,6.1
5,AI0125025,161,34,UNIT,Unit
2,AI0125025,161,35,,Admin Fee,360.36,1,28.83,3103-301
5,AI0125025,161,35,FV,360.36
5,AI0125025,161,35,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,35,QTY,1
5,AI0125025,161,35,RATE,360.36
5,AI0125025,161,35,UNIT,Unit
2,AI0125025,161,36,,Med Benefit Reimburse,100.00,1,8.00,3103-301
5,AI0125025,161,36,FV,100.00
5,AI0125025,161,36,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,36,QTY,1
5,AI0125025,161,36,RATE,100
5,AI0125025,161,36,UNIT,Unit
2,AI0125025,161,37,,HRDF,24.75,2,0.00,3103-301
5,AI0125025,161,37,FV,24.75
5,AI0125025,161,37,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,37,QTY,1
5,AI0125025,161,37,RATE,24.75
5,AI0125025,161,37,UNIT,Unit
2,AI0125025,161,38,S,Nurul Syuhada Binti Md Sahar (Customer Service Assistan),0.00,2,0.00,9999
5,AI0125025,161,38,FV,0.00
5,AI0125025,161,38,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,38,QTY,0
5,AI0125025,161,38,RATE,0
5,AI0125025,161,38,UNIT,
2,AI0125025,161,39,,Normal,1900.00,2,0.00,3103-301
5,AI0125025,161,39,FV,1900.00
5,AI0125025,161,39,PERIOD,21 Dec 2024-20 Jan 2025
5,AI0125025,161,39,QTY,1
5,AI0125025,161,39,RATE,1900
